web-scraper-order,web-scraper-start-url,google_titre,date,url,url-href,titre,description,auteur,info,text
"1732986984-26","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Que les étudiants manifestent et les profs enseignent!","2024-05-06T07:00:00Z","","https://news.google.com/read/CBMinAFBVV95cUxQTmkwY2ZpNUJadXJzaDBaeEVGMkhNNlFmRmRKc3hJZm9LOGh1ekI1TkxGVVh2X2JCYk5GWVh4clRPY0RzdjBoQ2l0dXBRTU9KWnVkV1VoaVpEdXhEM2NqTlQ5WlJQUVFpMVBDbExfT00wMGs2czNiMDBkYjBTeThvYm9ySzd4OERnVFp6ZThRd1l1ejV2d2Nscm1yMXY?hl=fr&gl=FR&ceid=FR%3Afr","","","Laure Lugon Zugravu","Publié le 06 mai 2024 à 20:02. / Modifié le 07 mai 2024 à 20:39.","[{""text"":""Il fallait s’y attendre. Selon un schéma classique, les mouvements qui prennent racine aux Etats-Unis franchissent l’océan en quelques jours pour s’installer à Paris, de préférence. De là, ils gagnent l’annexe romande. Depuis vendredi, l’Université de Lausanne (Unil) est occupée par des étudiants pro-palestiniens, pacifiques, rebelles un peu, romantiques assurément, militants passionnément. Rien que de très naturel. Les universités ont toujours été le chaudron de révoltes plus ou moins convenues, de révolutions de salon, d’indignations à géométrie variable et parfois de vrais changements de paradigmes. La guerre du Vietnam, Mai 68, la guerre du Golfe et même, chez nous, l’Espace économique européen.""},{""text"":""Ces derniers jours, de nouveaux acteurs protestent: des professeurs, qui soutiennent les étudiants réclamant de boycotter les universités israéliennes. Si on accorde aux élèves l’excuse de la candeur et de la foi sans le doute, traits consubstantiels à la jeunesse, on ne peut exonérer le corps professoral de sa responsabilité à suivre la frénésie idéologique et à pratiquer l’exercice militant. Car il s’écarte de la distance critique que ses matières requièrent, histoire ou sciences politiques.""},{""text"":""C’est qu’il en a pris l’habitude. Depuis les mobilisations pour le climat, des professeurs se sont illustrés dans les défilés. C’est aussi que la cause palestinienne rencontre un autre mouvement contemporain, le wokisme, implanté sur les campus et opposant dans un fantasme anti-universaliste le «Sud global» contre l’Occident blanc, colonisateur et patriarcal, qu’il convient de haïr. Le monde académique israélien en fait les frais, alors qu’il est sans doute plus désireux d’une solution à deux Etats que ne le sont certaines forces politiques israéliennes comme palestiniennes. Plus susceptible de penser plus loin que les slogans et la haine, il est condamné au silence.""},{""text"":""C’est à l’ignorance que les professeurs devraient s’attaquer, au lieu d’afficher un positionnement politique. Ce faisant, ils contribuent à la mort du débat et de l’exigence intellectuelle, au mépris de la tâche pour laquelle la population les paie. Quand certains d’entre eux invoquent leur liberté académique pour refuser de collaborer au motif «d’intégrité morale», on frémit: qui donc les a institués juges du bien et du mal?""},{""text"":""Ce n’est pas soutenir Benyamin Netanyahou que de tenter de dispenser des cours sans parti pris – depuis Lausanne! Mais politiser l’enseignement, c’est ajouter à l’illisibilité du monde.""}]"
"1732986987-27","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Rectorat et testostérone","2024-06-03T07:00:00Z","","https://news.google.com/read/CBMiZ0FVX3lxTE5TMTI3ZG1mZjBqdHZOX1FpYXMzMW1DaHN2NzVZRFNGVGMtZ01qeW55R0tEQ3NUZlBnbVktcy1CcGxlbV93UWxreGV0MFJOX3AtQUVtaVhwMThpUDVvWll5RUx5cUdlSlU?hl=fr&gl=FR&ceid=FR%3Afr","","","Boas Erez","Publié le 03 juin 2024 à 21:15. / Modifié le 04 juin 2024 à 07:16.","[{""text"":""Les récentes manifestations estudiantines font ressortir des velléités de contrôle des universités, dont il est bien qu’elles s’expriment pour pouvoir les contredire. Traiter un recteur de «gentil organisateur» – comme cela vient d’être fait dans les colonnes de ce journal – revient à lui reprocher une trop grande mollesse dans la gestion des affaires.""},{""text"":""Ce n’est pas très différent que de demander, avec une certaine nostalgie gaullienne, que les autorités politiques sifflent la fin de la récréation (voir 24 heures du 13 mai). Peut-on vraiment associer la manifestation des préoccupations étudiantes concernant une situation humanitaire dramatique à des vacances au bord de la mer, ou à une partie de billes? Soyons sérieux, et argumentons au lieu de proférer des opinions tendancieuses.""}]"
"1732986993-28","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Genève","2023-02-21T22:17:29Z","","https://news.google.com/read/CBMiVkFVX3lxTE5xOEdORVg4eUZ3UElTUnhXa1ZlbXpvOF9ITHAyOGFHTlEzUXhVZ1NoV1lvN3UxaDMzYkZYN0d1V3VaMHJkUWg4Z3NVRDZtYk9CUEpWS0Fn?hl=fr&gl=FR&ceid=FR%3Afr","","","Philippe Simon","","[]"
"1732986996-29","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Les grèves de femmes se multiplient au Royaume-Uni","2024-05-12T07:00:00Z","","https://news.google.com/read/CBMijwFBVV95cUxOaDVETk13eGNPVC1oWllveUxCYW4wNkpNbXZLck53OGl4QUNMVnEwY040Y0tNVENRY2tTeWMtc090enRzUjlGSUFiU1lZNlVkRmRZSVB5eG41T2ZHbk5Ta05HWFBDR244VlRKRUtTbnEyWkdHLXN2dDVSWXc4YTA1alc0NG1mRmtPZ2oyY215SQ?hl=fr&gl=FR&ceid=FR%3Afr","","","Julie Zaugg","Publié le 12 mai 2024 à 14:58. / Modifié le 13 mai 2024 à 11:36.","[{""text"":""Elles seront 1500 à battre le pavé. Des maîtresses, des cuisinières et des jardinières. Les employées de 35 écoles à Birmingham vont faire grève le mardi 14 mai pour protester contre les salaires inférieurs qu’elles touchent, comparé à leurs pairs masculins. Il y a un mois, 500 employées municipales avaient déjà débrayé à Falkirk, Renfrewshire et West Dunbartonshire, en Ecosse.""},{""text"":""La contestation a désormais atteint une vingtaine d’autorités locales à travers le pays. «A chaque fois que l’on s’intéresse à une nouvelle région, on découvre des inégalités», relève Rhea Wolfson, chargée du dossier auprès du syndicat GMB.""}]"
"1732987001-30","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - La guerre Israël-Hamas: notre suivi de la semaine du 12 au 20 mai","2024-05-13T02:00:12Z","","https://news.google.com/read/CBMiswFBVV95cUxPTjEyNUJyNlBMWnpUWExfTHZtZGVVZnhmUWFFb09teTRZd1E0Yk1VZzBBOVJEeWNqUFpZMHFZQmtlX3Nrd0xwVU9nSUNHMUY2QkZwX1FpcVAya3hDQllrSzBoZ2lKVVhWLThId2hSdURpbG1heVJrOUp3Z3ZTS0FlN1E4d3RrSVRmVVplYWc3a3RidFljTE9GcTNPVmJOZGRwOHpQZklHVmdkclBuOUFzRDFCQQ?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps","","[{""text"":""Interview d’Avraham Burg: «L’UNRWA est devenue un punching-ball, comme tout ce qui concerne les Palestiniens»""},{""text"":""Occupations dans les universités: «Je t’aime, moi non plus» d’une partie de la gauche aux étudiants pro-palestiniens""},{""text"":""Walter Blum, secrétaire général de l’Association Suisse-Israël:«Nous ne sommes ni la CIA, ni le Mossad»""},{""text"":""Histoire: La triste résurgence de la Nakba palestinienne""},{""text"":""En Israël: L’Etat d’Israël, ce «foyer du peuple juif» émancipateur mais divisé et qui échoue à être «normal»""},{""text"":""A Gaza: Réseaux sociaux, vie amoureuse: comment le Hamas espionne les Gazaouis sans relâche""},{""text"":""Interview de Daniel Jositsch: «La crédibilité des universités est entachée»""},{""text"":""Livraison des munitions: Ces bombes américaines de près d’une tonne qui ont ravagé Gaza""},{""text"":""La réaction américaine: Face à Benyamin Netanyahou, Joe Biden se résout à actionner le levier des livraisons d’armes""},{""text"":""Explications: En vidéo – «From the river to the sea…», l’histoire derrière le slogan""},{""text"":""Aide suisse: Le Conseil fédéral lâche 10 millions à l’UNRWA pour les civils palestiniens de Gaza""},{""text"":""La fin de l’espoir pour les familles d’otages: «Je n’ai plus rien à dire, je n’ai plus d’air»""},{""text"":""Pour les Palestiniens déplacés: «Rafah était l’ultime refuge»""},{""text"":""Point de vue: En Israël, le désarroi des étudiants et des professeurs face à la mobilisation des campus: «Le monde universitaire nous a abandonnés»""},{""text"":""Sur le terrain: Le nouveau port à Gaza suscite la méfiance""},{""text"":""Interview: Rony Brauman: «Israël risque de se transformer en repoussoir pour les juifs de la diaspora»""},{""text"":""Sur le coût de la guerre: Explosion des dépenses et chute du PIB: l’économie israélienne face à la guerre la plus chère de son histoire""},{""text"":""Chronologie: Israël-Palestine, l’affrontement de deux peuples""},{""text"":""Retrouvez tous nos articles sur la guerre entre Israël et le Hamas""},{""text"":""Photo de couverture: Manifestation contre le gouvernement de Benyamin Netanyahou à Tel Aviv, 18 mai 2024 (Eyal Warshavsky/Imago).""}]"
"1732987004-31","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - «Nous ne sommes ni la CIA, ni le Mossad», dit Walter Blum, le secrétaire général de l’Association Suisse-Israël","2024-05-15T07:00:00Z","","https://news.google.com/read/CBMi0gFBVV95cUxNeVpCZUNRQVJ6b3VfRFhGWjhhalA4YnhhQlVEbmtRZ3J2MFNXbHlTUktlN2RkTnFnam1Xejd5RHpyMjQ0TGVsdVFRT3F6cmpRd0ZNdzRHcy00OGJlbU1zR3RCMURfcGl0VmdFM1lJX1BDWU8tWUZ0cVVoaEVSU0lhNzAyQl9JdnlUbG5mbjYyNkd4TEpmWFR6dmcwNXlyZlNKUXFXTlhFNjl2eE80UlcyLVBHQ2RfTU5WWnA4U2EwRnlyVHowU0t6UUEtX3pobkI5NEE?hl=fr&gl=FR&ceid=FR%3Afr","","","Marc Guéniat","Publié le 15 mai 2024 à 19:32. / Modifié le 19 mai 2024 à 20:20.","[{""text"":""L’Association Suisse-Israël, qui estime malgré ses ambitions «amicales» que la «solidarité» avec le peuple palestinien «a souvent une connotation antisémite», veut «surveiller systématiquement» les «militants» du «camp adverse», comme l’a révélé le Tages-Anzeiger. Il s’agit de passer au peigne fin des dizaines d’institutions en Suisse, à travers une équipe de limiers des réseaux sociaux qui pourront recevoir une «indemnité forfaitaire, à déterminer». Unique et «essentielle» compétence requise: maîtriser la recherche par internet et être familier des plateformes numériques.""},{""text"":""Qui sont ces «acteurs opposés» à Israël? D’après ce courriel consulté par Le Temps et envoyé le 1er mai à quelque 2000 membres, la liste est longue. Une surveillance des Départements fédéraux de l’intérieur et des affaires étrangères, ainsi que de diverses agences de l’ONU, comme l’OMS, l’UNRWA ou l’Unicef, est souhaitée. S’y ajoutent les médias, mais aussi toutes les universités, en particulier celles de Genève et de Neuchâtel côté romand, les hautes écoles, les associations d’entraide, comme Caritas ou Helvetas, ou les théâtres. Sans oublier les Eglises, des groupes de réflexion comme le Foraus, et le CICR. Bref, tous ces lieux, plus nombreux que ne l’imaginait l’association, où l’on est susceptible de s’interroger sur les événements en cours à Gaza.""}]"
"1732987008-32","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Laure Lugon Zugravu","2024-10-26T07:00:00Z","","https://news.google.com/read/CBMiXkFVX3lxTFB6UUdhNzhKUXN2UERkcGtERkprSFJUaERQNk9zTV83ODU2RWRzWnpLTi1TWkFxU2JiQVhJWGN3SlNCZ1FhWG5sRUdVM1MxWnhHUEtzTEdtR0hkU0RNQ2c?hl=fr&gl=FR&ceid=FR%3Afr","","","","","[]"
"1732987012-33","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Dans les campus américains, les fronts se durcissent sur la guerre à Gaza","2024-04-22T07:00:00Z","","https://news.google.com/read/CBMixAFBVV95cUxOSjJOS1N5VnZTVHItdEU3Yko0amlDdDR3UnJhdFZSSUY3ejhsNkFlb210SFdidTIxMlR1bXJndTgxUXc0d1liM2pERThRSFphRmtSS1Q1UDE3dEM1RkJTcC03NTRpS2dLcVJxSm9QLWYwM0tEWlZsMldfRU1Lc2loMlp4bmY3elhKWVQ5ZW8tZEJvZVVUa2w5U21PajB3RV8tOWVKaHJBUHI1eTlQSDl5V0dxdmNyZ2ctYU9iYTBwb2JNTndy?hl=fr&gl=FR&ceid=FR%3Afr","","","Simon Petite","Publié le 24 avril 2024 à 06:13. / Modifié le 27 avril 2024 à 14:18.","[{""text"":""Les occupations pour protester contre la guerre à Gaza et réclamer que les universités coupent les liens avec Israël se répandent à travers les Etats-Unis après l’intervention de la police. Malgré les menaces d’évacuation forcée, un campement pro-palestinien est toujours installé dans l’enceinte de l’Université de Columbia à New York, qui a lancé le mouvement. Les négociations se poursuivent avec la direction de l’institution.""},{""text"":""Lundi soir, plus de 120 personnes avaient été arrêtées devant l’Université de New York (NYU). Elles ont rapidement été relâchées. C’est l’université elle-même qui avait réclamé l’intervention de la police pour évacuer les manifestants. Dans un communiqué, un porte-parole de NYU a affirmé que l’université avait toléré plus tôt dans la journée le rassemblement, bien qu’il n’ait pas été autorisé. Mais les rangs des protestataires – «nous pensons que beaucoup n’étaient pas des étudiants» – ont grossi, perturbant davantage la tenue des cours aux alentours, selon l’institution. Le porte-parole affirme que «des slogans intimidants et plusieurs incidents antisémites ont été rapportés».""}]"
"1732987015-34","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - La prestigieuse Université Columbia a échoué dans sa lutte contre l’antisémitisme, pointe un rapport","2024-08-31T07:00:00Z","","https://news.google.com/read/CBMi1AFBVV95cUxOTGlFQ2Q4anFrcUhGRGVIQ0Z5NmJLTThTNXQ5N1FETVp5b19NckFwTjRzMWFSU0Z2b2pRRXRHdnM4TTdhNkxkYXdHc0psdlpQeDgxbV80dHI4TXpkeEhtSUpmUUlhTDU3RnJQRzA5RGQ3dHAxVU5DTGFOUGNqWXN5TGY4Z2NRSENkYTFULUxiS2lwNUNJYUJoZ01XelZ2WWJGVW1BdWwyUWVvX0pWbERkalhNWjdRa1d3VlRmR1Fxdmo3ZVlJaTVEeS1mb0tManFZb2x1Wg?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps avec l’AFP","Publié le 31 août 2024 à 11:28.","[{""text"":""Une commission a pointé dans un rapport vendredi les défaillances de la prestigieuse université privée new-yorkaise Columbia à lutter contre l’antisémitisme lors des vagues de manifestations qui ont secoué le campus pendant la guerre entre le Hamas et Israël. «Les témoignages de centaines d’étudiants juifs et israéliens montrent avec évidence que la communauté universitaire ne les a pas traités avec la civilité, le respect et l’équité qu’elle promet à tous ses étudiants», fustige ce rapport, le deuxième de ce groupe de travail sur l’antisémitisme créé par l’université au plus fort des polémiques au sein des campus américains au printemps dernier.""},{""text"":""Selon la commission, durant le printemps, «près de 500 étudiants ont témoigné». «Leurs histoires sont bouleversantes et montrent clairement que l’université doit agir», affirme-t-elle. Le rapport fait état d’exemples d’étudiants poussés au sol pour avoir exprimé leur soutien à Israël, ou de croix gammées apposées dans les résidences de l’université. D’autres ont déclaré s’être vu refuser l’accès à certains espaces publics parce qu’ils étaient juifs ou israéliens.""},{""text"":""La commission juge que l’université n’est pas dotée de structures adéquates en cas d’incidents. «De nombreux étudiants ne savaient pas comment signaler ces incidents. Si certains professeurs et membres du personnel ont réagi avec compassion et détermination, d’autres ont minimisé les inquiétudes de ces étudiants, réagissant avec lenteur et inefficacité, même face aux violations les plus flagrantes», écrit-elle dans le rapport.""},{""text"":""Le groupe de travail préconise de mettre en place davantage de formations pour lutter contre les discriminations et l’antisémitisme à destination des étudiants, des professeurs et du personnel. Elle recommande aussi d’améliorer les mécanismes pour signaler et traiter tout incident.""},{""text"":""Epicentre des manifestations pro palestiniennes et de soutien à la population de Gaza au printemps dernier, Columbia a été accusée, comme d’autres universités américaines, de ne pas lutter assez contre l’antisémitisme durant cette période.""},{""text"":""Il y a quinze jours, la présidente de Columbia, Nemat Shafik, a démissionné de son poste, en invoquant cette «période de crise», suivant l’exemple de ses homologues de l’Université de Pennsylvanie, Elizabeth Magill, et de Harvard, Claudine Gay, des mois plus tôt.""}]"
"1732987019-35","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Débat: ZAD, occupation illégale ou mobilisation légitime?","2024-06-25T07:00:00Z","","https://news.google.com/read/CBMikwFBVV95cUxPM3JfZHFuREp6aWFuV2pXYXRZaDZRZzBRYjRtUUhyZ0toeVF3LUlLa1ZLMHBLREk5NXZLV1hxdFZ6VmF6WlVlVnBOQUExeU5HTnR5ckVhcDBHbGJLS0lxOHJLYno2WTFNVUpBMjgyMkQ5MFVfdUxVT1g3Wk9yRy1MVlk1YXI1bUQyYk8ycWlvLTZoUk0?hl=fr&gl=FR&ceid=FR%3Afr","","","Yan Pauchard","Publié le 25 juin 2024 à 09:54. / Modifié le 25 juin 2024 à 19:27.","[{""text"":""Il y a eu la ZAD du Mormont, puis celle de Vufflens-la-Ville. La semaine dernière, c’était du côté de Ballens que les activistes se sont mobilisés pour la protection d’une forêt menacée par un gisement de gravier. En quelques années, l’occupation de terrains en signe d’opposition à l’ouverture ou l’extension de carrières a été une méthode de mobilisation privilégiée par les militants dans le canton de Vaud.""},{""text"":""Occupations illégales pour les uns, mobilisations légitimes pour les autres, ces actions bousculent la politique vaudoise. Elles ont par exemple abouti au récent contre-projet du Conseil d'Etat pour «l’économie circulaire», une réponse à l’initiative «Sauvons le Mormont». Ce mardi à 19h, pour en débattre, alors que la situation se crispe à Ballens (un avis d’expulsion a été émis par la préfecture de Morges), Le Temps et La Télé accueillent quatre invités: Chantal Weidmann Yenny, députée PLR et présidente de l’Union des communes vaudoises (UCV), Alberto Mocchi, député Vert et secrétaire général de Pro Natura Vaud, le conseiller national UDC Yvan Pahud et Luca Piddiu, doctorant à l’Institut de Gouvernance de l’Environnement et Développement Territorial (GEDT) de l’Université de Genève.""},{""text"":""Ce débat est à suivre à 19h sur La Télé ou à retrouver ensuite sur le site du Temps.""}]"
"1732987022-36","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Le recteur de l’Université de Lausanne ne briguera pas un second mandat","2024-11-15T08:00:00Z","","https://news.google.com/read/CBMiowFBVV95cUxPNTdSRDcxY29iMmd3bWo4LUUyZ1hjRXBod0FNbTl6T2pkZDRmdFI4Q2pXQWc5SEIxN2xXbHlkZ0xRUzl6WVdZbXNCM0lXaEt0NmpWbHREdmo3RXdFbTNDOTZOeExFVHZpaXpXb29XWV9ObExlVXZGaUVjRFV5eGl0akJoSXNYcF9XNHlwV3REN3U1aWRHNENnMXFSYWx5d3luS0dZ?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps","Publié le 15 novembre 2024 à 21:16. / Modifié le 17 novembre 2024 à 18:04.","[{""text"":""Le recteur de l’Université de Lausanne, Frédéric Herman, ne briguera pas un second mandat à la tête de l’alma mater lausannois. Selon une information de la RTS, le professeur de géologie a informé mercredi, par écrit, la communauté universitaire de son choix. Dès le mois de juillet 2026, le professeur d’origine belge se consacrera uniquement à ses projets scientifiques dans le domaine de l’érosion glaciaire.""},{""text"":""Cette annonce a surpris du côté de Dorigny. Le monde académique s’attendait à ce qu’il remplie pour un second mandat, lui qui avait été élu en 2021.""},{""text"":""Dans son e-mail envoyé mercredi, que la RTS s’est procuré, l’actuel recteur dit avoir longuement réfléchi et finalement avoir décidé «de s’engager dans de nouvelles explorations scientifiques et poursuivre des objectifs qui me tiennent à cœur dans mon domaine de recherche».""},{""text"":""Sa décision tombe alors que le climat est plutôt difficile à l’UNIL. Selon la RTS, les tensions avec le Conseil de l’Université qui regroupe le corps intermédiaire, les professeurs, le personnel administratif et les étudiants sont vives.""},{""text"":""Le site de Dorigny a aussi été au cœur de l’actualité avec l’occupation d’une partie de ses locaux par des activistes pro-palestiniens. Frédéric Herman avait alors affirmé dans une interview au Temps qu’il était essentiel pour lui de maintenir le dialogue. Une position qui n’a pas fait l’unanimité au sein de l’alma mater , certains lui reprochant une trop grande ouverture à l’égard de ces manifestants et d’autres collectifs actifs à l’université de Lausanne.""},{""text"":""Contacté par la RTS, le canton de Vaud salue le travail de Frédéric Herman: «en tant que grandes institutions, nationales et internationales, les Universités font régulièrement l’objet de préoccupations et de questions, l’UNIL n’y échappe pas», a relevé le porte-parole du Département vaudois de l’enseignement et de la formation. «Le Département remercie la direction et les différentes instances dirigeantes de l’Université pour son travail, pour celui qui reste à faire et pour les nombreuses collaborations.»""},{""text"":""La course à la succession de Frédéric Herman va débuter très rapidement et s’annonce mouvementée.""}]"
"1732987030-37","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - La guerre Israël-Hamas: notre suivi de la semaine du 6 au 12 mai","2024-05-06T07:00:00Z","","https://news.google.com/read/CBMinwFBVV95cUxNTU9mQVkyVDl1dk5qMUt3ZGJLNVZTYUdsRDB0anM5OEs4eHppR2pUYjg2Z3I5OThkZXRqODZYaEhETkJ0S3lCOTA1aG16cEtHQjhJMllYTE1vZUdqV3NYS0NVaExsSE85OEgyV3FBSjR1bG9xbm5ES1UzTkxXRjViTnFYcHZGVFhnV21xM2RSVHFqb1lJOWVhSzRJSmY5X00?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps","","[{""text"":""A Genève: Les étudiants pour la Palestine ne lèveront pas le camp""},{""text"":""Antisémitisme ou bon sens contre l’injustice? La presse suisse divisée face à l’occupation des campus""},{""text"":""La fin de l’espoir pour les familles d’otages: «Je n’ai plus rien à dire, je n’ai plus d’air»""},{""text"":""Pour les Palestiniens déplacés: «Rafah était l’ultime refuge»""},{""text"":""A propos du cessez-le-feu: Le Hamas met Netanyahou au pied du mur""},{""text"":""La chronique: La Suisse et Israël, deux petits Etats entourés de gens méchants""},{""text"":""Revue de presse: Pour les médias israéliens, la fin des échanges avec la Turquie aura de graves conséquences économiques""},{""text"":""Point de vue: En Israël, le désarroi des étudiants et des professeurs face à la mobilisation des campus: «Le monde universitaire nous a abandonnés»""},{""text"":""Sur le terrain: Le nouveau port à Gaza suscite la méfiance""},{""text"":""«Faudra-t-il que quelqu’un meure?»: UCLA pointée du doigt après les violences sur son campus""},{""text"":""Aux Etats-Unis: Mobilisation pour Gaza dans les universités américaines: «Il est déchirant de voir ses propres étudiants arrêtés sur le campus»""},{""text"":""L’attente des familles racontée: En Israël, les familles des otages craignent que leur cause soit oubliée""},{""text"":""Reportage: «Tout le monde déteste Netanyahou!» A Sciences Po Paris, bloquée par des étudiants pro-palestiniens""},{""text"":""Interview: Rony Brauman: «Israël risque de se transformer en repoussoir pour les juifs de la diaspora»""},{""text"":""Témoignages: Des Gazaouis racontent l’assaut israélien de l’hôpital Al-Shifa: «Si on sortait, on était tués»""},{""text"":""Accusations contre l’UNRWA: Le «rapport Colonna» prône des améliorations légères pour une plus grande «neutralité» de l’UNRWA""},{""text"":""Dans les coulisses: D’abord favorable, la Suisse s’est ravisée sur la reconnaissance de l’Etat palestinien""},{""text"":""Sur le coût de la guerre: Explosion des dépenses et chute du PIB: l’économie israélienne face à la guerre la plus chère de son histoire""},{""text"":""Chronologie: Israël-Palestine, l’affrontement de deux peuples""},{""text"":""Retrouvez tous nos articles sur la guerre entre Israël et le Hamas""},{""text"":""Photo de couverture: Des personnes déplacées à Rafah, 11 mai 2024. (EPA/HAITHAM IMAD)""}]"
"1732987033-38","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Universités et hautes écoles","2024-11-06T06:53:56Z","","https://news.google.com/read/CBMicEFVX3lxTFBLQ2ZXTXZXTWxxQ0l1eUxUT2dZNUZLWlVJTUtsUnJvMEVMTzZzRG1UR0p5cHNKU3hNRlpmcmZBN0hzTm1NeDNyRFl0a0QybEV4Y3lHa2FEVXNUTkl6cGVUMFN5Y05CaU1McVhRdHh4ck4?hl=fr&gl=FR&ceid=FR%3Afr","Universités et hautes écoles","","Aïna Skjellaug","","[]"
"1732987037-39","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - A l’EPFL, menaces et intimidations sur les rares voix dissidentes","2024-05-24T07:00:00Z","","https://news.google.com/read/CBMioAFBVV95cUxOZjhpSjQwR0xNZkI1YTVQQlBWZ0dJUTdWdzVYNGVYTTNqbGwyY1JDeVI1Z2Y3NWdjTlF6Y01ldV94LUo5Y0FjRDJ3M0VzUFNVeEg3OVRHSHVmMm9Ha25obnNUaGhLWkpPRWJ6ajB1MlZzNWVuTzBHVFRDLTlsWUZwNFV2QzlOUnluOEFqUm14VGdhdTIyM0M2aEQ1bHNBd21o?hl=fr&gl=FR&ceid=FR%3Afr","","","Aïna Skjellaug","Publié le 24 mai 2024 à 05:21. / Modifié le 27 mai 2024 à 18:56.","[{""text"":""Ce qu'il restera des territoires occupés que furent, une heure ou quelques jours, les campus universitaires, demeure un étrange miroir du drame israélo-palestinien: des failles béantes. Cela concerne, au premier chef, les relations entre les étudiants eux-mêmes, après des semaines où nombre d’entre eux, quelle que soit leur origine ou leur religion, furent sommés de choisir leur camp.""},{""text"":""Le Temps a recueilli ainsi des témoignages glaçants. Cela auprès d’étudiants qui n’étaient pas engloutis eux-mêmes, de gré ou de force, dans une problématique personnelle, politique ou religieuse. Des étudiants, pour le dire clairement, qui n’étaient ni Juifs, ni Israéliens, hors partis, mais qui cherchaient, dans les corridors ou sur les réseaux, le dialogue et la contradiction qu’il implique avec leurs collègues pro-palestiniens, ont été carrément harcelés.""}]"
"1732987040-40","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Les étudiants de l’Université de Genève évacués par la police, une mobilisation démarre à l’Hepia","2024-05-14T07:00:00Z","","https://news.google.com/read/CBMizAFBVV95cUxOWld2dDZ5d0VXY2FiaFRNaUlqb05qMTJDd3NYYV9ubUc3SklMdUY2SlBneGNGSEhwYnpZRkFna2FVeGZjMVUyY3ZoXzc2S1hidHA5SENjUVdXalB3elhRUEJZRzhvTTJ0NXY2akdRRWp0SVlFS3BHZl83M0NzVWZHYWNrMG1xdnB0QUUzSU1TRXVraV82bldxTEM1RDU1d0o3RkxVVmhRVnVsQ0hyYTNXeUFEX25LaHlTckpiZThkZzBaTDh5ZEF4WTNtWmg?hl=fr&gl=FR&ceid=FR%3Afr","","","Fanny Scuderi","Publié le 14 mai 2024 à 11:35. / Modifié le 14 mai 2024 à 15:13.","[{""text"":""Emmitouflés dans leur sac de couchage, les étudiants de l’Université de Genève (Unige) se sont fait tirer de leurs songes par des dizaines de policiers en civil, brassard au bras. Ils souhaitaient sortir du bâtiment calmement à la première sommation de la police. Le scénario a été rapidement écarté: «Nous avons tous été menottés, emmenés au poste de police et auditionnés», déclare Elisabetta, porte-parole de la Coordination Palestine-Unige (CEP), à sa sortie des locaux de police. Elle regrette qu’il n’y ait pas eu d’avertissement de la part des forces de l’ordre: «Nous avions pourtant affirmé notre volonté de sortir pacifiquement à l’arrivée de la police.»""},{""text"":""""},{""text"":""""}]"
