web-scraper-order,web-scraper-start-url,titre,description,lien,lien-href,auteur,Lieu,infos,texte
"1732480956-139","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","Manif à Genève: tous à poil dans les piscines de la ville!","CHRONIQUE. A Genève, le législatif de la ville autorise le burkini dans les piscines. Ou quand la gauche, qui se radicalise, réalise l’exploit de parvenir au même résultat que l’Eglise avant elle, selon notre chroniqueuse","Manif à Genève: tous à poil dans les piscines de la ville!","https://www.letemps.ch/opinions/chroniques/manif-geneve-poil-piscines-ville","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","rédactrice en chef adjointe","Publié le 18 février 2023 à 08:24. / Modifié le 18 février 2023 à 10:28.","[{""texte"":""La politique, c’est prévoir. En plein mois de février, le Conseil municipal de la ville de Genève s’est donc penché sur ce sujet d’importance en vue des prochaines canicules: le burkini, qui signe son arrivée dans la République, sous le couvert d’un nouveau règlement sans mention genrée, puisqu’il est de notoriété publique que le maillot de bain intégral est très prisé par les hommes qui, par hypothèse, auraient des cicatrices ou beaucoup de pudeur. Grâce à une gauche ouverte, inclusive, égalitaire, tolérante pour toutexs mais renégate des droits fondamentaux qu’elle avait pourtant historiquement portés haut, le burkini est désormais autorisé. Personne ne l’avait demandé.""},{""texte"":""Le législatif de la Cité de Calvin fait ainsi œuvre de pionnier, comme souvent; de modèle pour les autres communes du canton et même pour ses lointaines alter ego confédérées, comme jamais; de progressiste enfin, comme toujours, offrant au peuple de gauche un motif de fierté pour avoir offert au communautarisme un cadeau qu’il n’était pas encore venu à l’esprit de ce dernier de réclamer. En outre, le parlement municipal rend hommage à Jean Calvin qui doit ricaner d’aise outre-tombe devant le retour du puritanisme même si le but visé, l’inclusion magnifique, ne figurait ni dans son vocabulaire, ni dans son logiciel mental.""}]"
"1732480959-140","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","Pour gouverner Genève, cherchez l’étoffe","ÉDITORIAL. Le grand débat de Léman bleu et du «Temps» avec les candidats au Conseil d'Etat genevois dénote les maux dont souffre le canton: confusion et polarisation extrême. Pas rassurant pour sortir des blocages","Pour gouverner Genève, cherchez l’étoffe","https://www.letemps.ch/opinions/editoriaux/gouverner-geneve-cherchez-letoffe","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 02 mars 2023 à 21:36. / Modifié le 02 mars 2023 à 23:38.","[{""texte"":""Mercredi soir, la politique genevoise s’est donnée en spectacle. Dans la salle de l’Alhambra où 700 personnes sont venues voir ferrailler les 23 candidats au Conseil d'Etat, lors du grand débat de Léman bleu et du Temps, se pressaient des élus, des militants avec écharpe et t-shirt à l’effigie de leur parti, des groupes de pression plus ou moins bruyants. Avec mention spéciale décernée à l’extrême gauche qui, d’abord groupée, s’est ensuite dispersée dans les loges pour donner à ses applaudissements et huées un effet stéréo. Drôle et presque touchante, la démocratie suisse à l’œuvre sur un ton emphatique typiquement genevois.""},{""texte"":""Sur scène, on a vu défiler quelques têtes d’affiche, des vieilles gloires qui n’arrivent pas à raccrocher, des aspirants sans envergure et des espoirs, des indignés populistes et des figures populaires, des modestes et des clowns. Drôle, parfois gênant, comme la comédie humaine.""},{""texte"":""Mais si ce débat préfigure la prochaine législature, alors on n’en ressort pas vraiment rassuré. Car Genève a joué là une allégorie de ce que fondamentalement elle est: confuse, polarisée, déclamatoire. Depuis quelques années, le canton s’illustre davantage dans les batailles stériles que dans des projets concrets, quels qu’en soient l’orientation politique ou le thème – mobilité, fiscalité, formation. L’exécutif peine à convaincre, le législatif peine à construire des majorités. Le débat est vif, mais les réalisations tardent. Aucune réforme majeure n’a abouti. Lorsqu’un projet passe la rampe, le camp adverse lance le référendum. Jamais, de mémoire de Genevois, on n’aura autant voté que ces dix dernières années. Sur tout et n’importe quoi, faisant du peuple l’arbitre d’une classe politique qui faillit à son mandat: s’accorder un minimum pour gouverner un peu.""},{""texte"":""Aussi, c’est peut-être bien en fonction de la stature des candidats, davantage que de leurs idées politiques, que de nombreux Genevois vont choisir. Faisant le pari que pour sortir de cette situation de blocage, les convictions personnelles n’y suffiront pas et qu’il faudra parier sur autre chose pour croire à une amélioration: l’étoffe. Si étoffe il y a, vision il y a. Et possiblement adhésion. Or, lors de ce show télévisé, les hommes et les femmes d’Etat n’étaient pas légion. Certains étaient carrément sous la ligne de flottaison. Il reste à espérer que certains sauront se révéler.""}]"
"1732480962-141","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","Et toi, t’as où le domaine skiable?","OPINION. Le Ministère public valaisan ouvre une instruction pénale dans l’affaire des abonnements de ski à 100 francs pour les élus. Ridicule, s’amuse notre chroniqueuse","Et toi, t’as où le domaine skiable?","https://www.letemps.ch/opinions/toi-tas-domaine-skiable","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 04 mars 2023 à 08:14. / Modifié le 10 juin 2023 à 18:33.","[{""texte"":""Moins les temps sont durs, plus ils sont à l’indignation. L’indignation, ce puissant moteur politique qui anéantit l’ordre des priorités, transformant tout objet mineur en scandale majeur – trop de sucre dans le yogourt, trop de publicité en ville, trop d’animaux euthanasiés – et reléguant toute menace majeure en péripétie mineure.""},{""texte"":""Ainsi donc, le Valais nous propose cette semaine un scandale épouvantable qui n’aura pas manqué de mobiliser vos ressources atrabilaires, pour peu que vous ayez un peu de morale et la volonté de l’imposer à la terre entière – et surtout au privilégié que vous n’êtes pas et jalousez secrètement: pour 100 balles, les conseillers d’Etat et les élus fédéraux peuvent skier partout dans le canton, grâce aux libéralités des Remontées mécaniques valaisannes qui arrosent ces derniers depuis plus de trente ans.""}]"
"1732480965-142","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","Il n’y a rien à voir? Il faut le dire vite, Madame Dittli","ÉDITORIAL. L’affaire qui agite le canton de Vaud depuis ce week-end n’est pas une tempête dans un verre de chasselas. Car la conseillère d’Etat du Centre, Valérie Dittli, démontre par ses allers-retours fiscaux à Zoug peu d’attachement au canton qui l’a élue","Il n’y a rien à voir? Il faut le dire vite, Madame Dittli","https://www.letemps.ch/opinions/editoriaux/ny-rien-voir-faut-dire-vite-madame-dittli","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 06 mars 2023 à 19:32. / Modifié le 08 mars 2023 à 17:25.","[{""texte"":""Valérie Dittli aime les bords du Léman et les Guggen de Zoug. Mais, de toute évidence, son cœur penchait nettement en faveur des seconds, lorsque la future conseillère d’Etat, alors assistante doctorante à l’Université de Lausanne, a opéré son aller-retour fiscal Zoug – chef-lieu vaudois, entre deux élections.""},{""texte"":""Le hic, c’est que la jeune femme présidait alors la section vaudoise du Centre, tout en étant imposée fiscalement en Suisse alémanique. Voilà qui est fâcheux. Car le canton est désormais dirigé par une ministre des Finances qui n’a pas encore été taxée en six ans. Il va être difficile de se présenter la tête haute devant les syndicats de la fonction publique, le 22 mars, qui réclament l’indexation des salaires. Mais il y a presque pire dans cette histoire. Qu’elle ait eu, ou non, la volonté de payer moins d’impôts – ce qu’elle dément avec énergie mais qui reste raisonnablement plausible – est de moindre importance en regard de ce que la symbolique de son geste révèle: la légèreté avec laquelle elle a compris son engagement politique.""},{""texte"":""Valérie Dittli croit se disculper avec force billevesées qui donnent le sentiment qu’elle considérait le canton comme un terrain d’expérimentation politique tout au plus. Sa ligne de défense pour échapper à l’accusation de tourisme fiscal est assez stupéfiante: elle a expliqué avoir hésité sur la voie professionnelle à suivre, elle admet que son «centre de vie» se situait de l’autre côté de la Sarine, qu’elle jouait dans une fanfare, qu’elle aidait son père à la ferme et qu’elle trouvait davantage de livres à Zurich.""},{""texte"":""Les Vaudois ont de quoi se sentir trahis et même un peu méprisés. D’abord, parce que leur ministre dit en substance que tout la rattachait à la Suisse alémanique, à moins d’une éventuelle élection. Comme si son attachement dépendait de l’occupation du fauteuil. Si ce n’était pas un problème de porte-monnaie, ce qu’elle s’évertue à démontrer, c’était donc un problème de cœur. Et le cœur, en politique, vaut autant que la raison.""},{""texte"":""Ensuite, ces manœuvres donnent le sentiment que la benjamine de la puissante famille Dittli a été dépêchée par le parti suisse pour reconquérir les terres vaudoises, sans grands états d’âme et faute de mettre la main sur un autre fief. Et si tout cela devait s’avérer une fausse lecture des choses, resterait le côté franchement opportuniste et calculateur qu’il revient à ses électeurs de juger. S’ils font preuve de compréhension et passent l’éponge sur une errance de jeunesse, pas sûr que la gauche, elle, fasse de même. Et on la comprend.""}]"
"1732480968-143","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","A Genève, la réponse du quartier des Grottes à la censure féministe de photos de nus","Une galerie avait décroché une exposition sous la pression d’un groupuscule néo-féministe, provoquant un véritable tollé dans ce quartier. En réaction, trois lieux voisins exposent désormais les clichés","A Genève, la réponse du quartier des Grottes à la censure féministe de photos de nus","https://www.letemps.ch/suisse/geneve/geneve-reponse-quartier-grottes-censure-feministe-photos-nus","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 08 mars 2023 à 15:28. / Modifié le 10 juin 2023 à 18:34.","[{""texte"":""Photos de nus censurées à Genève, second épisode. Et il a tout d’une opération de sauvetage spontanée et joliment ironique. Après qu’un groupe interne de néo-féministes a réussi à faire décrocher ces clichés exposés à La Galerie, lieu alternatif emblématique du quartier des Grottes, voici que deux semaines plus tard, les photos réapparaissent, accrochées ailleurs dans le même quartier. Car l’affaire a suscité émoi et colère, au point que trois autres lieux ont proposé d’abriter cette exposition de l’association Rephlex.""}]"
"1732480971-144","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","La neutralité du Toblerone et la Suisse sans Cervin","CHRONIQUE. Le dessin de la célèbre montagne va disparaître du non moins célèbre chocolat. Si les marques s’appuient commercialement sur les mythes identitaires, la politique aussi, avec des enjeux autrement plus importants, estime notre chroniqueuse","La neutralité du Toblerone et la Suisse sans Cervin","https://www.letemps.ch/opinions/chroniques/neutralite-toblerone-suisse-cervin","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 11 mars 2023 à 09:15. / Modifié le 10 juin 2023 à 18:38.","[{""texte"":""A peine redescendue péniblement, dois-je confesser, de mes vacances au pied du Cervin, j’ai appris comme vous autres le saccage de l’image identitaire de la suissitude sur les emballages de Toblerone. Exit le mont mythique, glorieux, célébré, fier, rocailleux comme nos dialectes et pur comme nos mythes fondateurs.""},{""texte"":""Par la volonté d’appliquer à la lettre la stricte réglementation «Swissness» en vigueur depuis six ans, le chocolat centenaire va perdre son dessin légendaire au profit d’un «logo de montagne» tout ce qui se fait de plus générique. Zermatt, la Suisse et le monde entier doivent cette éclipse préjudiciable au groupe américain détenteur de la marque, qui a eu la riche idée de préférer Bratislava en Slovaquie pour produire la barre aux amandes et au miel. L’ours bernois, lui, survivra à cette calamité, peut-être parce qu’il a su plaider être un ours lambda qui aime le miel. La presse internationale s’est emparée de ce sujet de la plus haute importance, du Figaro au Courrier international, en passant par les chaînes BBC ou CNBC. J’ai même reçu des messages stupéfaits aux accents de condoléances en provenance de Roumanie.""}]"
"1732480974-145","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","L’affaire Mancy, ou quand l’Etat oublie pourquoi il existe","ÉDITORIAL. Le rapport d’une commission du Grand Conseil révèle la faillite de l’Etat. Un Etat qui alimente ses fonctionnements propres en perdant de vue sa mission","L’affaire Mancy, ou quand l’Etat oublie pourquoi il existe","https://www.letemps.ch/opinions/editoriaux/laffaire-mancy-letat-oublie-existe","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 14 mars 2023 à 19:16. / Modifié le 10 juin 2023 à 18:34.","[{""texte"":""Même pour un étatiste fervent, l’affaire du foyer de Mancy à Genève ne peut être qu’une preuve édifiante de la faillite de l’Etat. Au-delà des maltraitances physiques, il y a eu maltraitance institutionnelle, résume la Commission de contrôle de gestion du Grand Conseil dans un rapport. Une faillite désastreuse parce qu’elle a pour victimes de jeunes autistes sans défense. Une faillite coupable, à tous les échelons hiérarchiques, à commencer par la ministre Anne Emery-Torracinta.""},{""texte"":""Mancy, c’est l’histoire d’un Etat qui, trop occupé à alimenter ses fonctionnements propres, oublie pourquoi il existe. Des employés noyés sous des procédures version Kafka 2.0, un secrétariat général obèse qui dilue les responsabilités, un système d’alerte défaillant où les risques sont identifiés sans être maîtrisés, un bricolage général où plus personne n’ose apprécier l’efficience ou les lacunes. Ou quand l’Etat protecteur se mue en ogre dévoreur de papier sans égard pour sa mission.""},{""texte"":""Mancy, c’est aussi le récit d’une déresponsabilisation collective par l’addition des déresponsabilisations individuelles. Et ce constat: ce qui manquait le plus pour éviter le pire était le courage. Courage de rapporter les problèmes à la hiérarchie, courage d’assumer au lieu de charger ses subordonnés, courage d’interroger la vision d’une ministre enfermée dans sa tour gardée par du personnel lige. Face à la moindre crise, la peur l’emporte sur la bonne gestion, résument les députés. Mais qu’est-ce que la peur pour son poste de travail en regard de la maltraitance d’enfants?""},{""texte"":""On aurait aimé que la ministre et les cadres ne se défaussent pas de leurs responsabilités en plaidant, pour l’une, l’ignorance, pour les autres, l’impuissance. Quoi qu’il en soit, il reste à repenser l’Etat, en commençant par le DIP. C’est lui, d’ailleurs, qui a proposé de confier la gestion du foyer à une structure privée subventionnée, ce qui est un formidable aveu d’échec. Un pas de plus, et l’on pourrait remettre en cause le statut de fonctionnaire, ce qui permettrait de remercier ceux qui n’atteindraient pas les objectifs de performance. On en est loin. Mais l’affaire de Mancy a révélé que la protection de la fonction n’empêche rien, pas même la couardise.""},{""texte"":""Retrouvez tous les éditoriaux du «Temps».""}]"
"1732480977-146","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","A vous, nos lecteurs, nos vigiles, nos snipers","OPINION. Qu’ils soient louangeurs ou rageurs, les courriers de lecteurs sont indispensables à la mission des journalistes. Voici pourquoi, selon notre chroniqueuse","A vous, nos lecteurs, nos vigiles, nos snipers","https://www.letemps.ch/opinions/nos-lecteurs-nos-vigiles-nos-snipers","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 18 mars 2023 à 09:17. / Modifié le 20 mars 2023 à 11:36.","[{""texte"":""A vos noms et prénoms que je découvre dans ma boîte e-mail, chaque semaine, j’ai dessiné un visage, un âge, un parcours, une profession, un caractère; à vos traits d’humour j’ai assigné une couleur, à vos colères imaginé des racines, à vos analyses confronté les miennes. Je ne vous connais pas en vrai, mes lecteurs. Vous êtes mes contacts épistolaires virtuels, il arrive même que vous soyez incarnés dans une lettre réelle, qu’avec gourmandise je décachette en me demandant quelle calligraphie soutiendra le propos, et que je glisse dans une boîte dédiée à la mémoire de nos liens.""},{""texte"":""Laissez-moi ici vous dire merci. Vous dire que vous m’obligez. Que j’attends votre jugement pas uniquement par vanité, même s’il me faut aussi en reconnaître une part – mon métier conduisant fatalement à un surcroît d’égotisme à surveiller – mais parce que sans vous mes mots ne sont rien, et mon métier, sans objet.""}]"
"1732480980-147","https://www.letemps.ch/profil/laure-lugon-zugravu?page=7","Y en avait point comme nous","CHRONIQUE. Quand les mythes tombent, menaçant l’identité symbolique, demeure le doute, fécond. Notre chroniqueuse interroge ici la construction et la déconstruction des certitudes. Mais elle pleure son vieux bonnet Credit Suisse","Y en avait point comme nous","https://www.letemps.ch/opinions/chroniques/y-avait-point","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 25 mars 2023 à 08:08. / Modifié le 10 juin 2023 à 18:36.","[{""texte"":""Dimanche soir, à l’heure de la funeste conférence de presse du Conseil fédéral sur Credit Suisse, j’ai opéré un curieux mouvement qui m’a surpris moi-même. Et dont je ne sais pas s’il ressort de ma psyché individuelle ou de celle collective. Entre les propos graves d’Alain Berset – qui reprenait pour la circonstance sa mine du covid et dont on attendait presque qu’il coiffât le Borsalino – et les remerciements déplacés de KKS à l’endroit d’UBS qui venait de faire le casse du siècle, je me suis précipitée au galetas. Oui, au galetas, où je croyais avoir remisé dans des cartons un vieux bonnet Credit Suisse, fleurant bon les souvenirs d’enfance à la neige.""},{""texte"":""Etrange mouvement, en vérité, alors que les priorités eussent été de me préoccuper, dans l’ordre, de contribuer à des idées d’articles – que mes collègues avaient sans doute déjà écrits –, d’envoyer des pensées d’affliction à mes connaissances travaillant à Credit Suisse, et de vérifier l’état de notre portefeuille de titres. Mais il y avait plus urgent. Retrouver le symbole physique représentant la dépouille d’une certaine idée de l’Helvétie rugissante.""}]"
"1732480986-148","https://www.letemps.ch/profil/laure-lugon-zugravu?page=6","Credit Suisse: l’intolérable dilution des responsabilités","ÉDITORIAL. La Finma déclare examiner la possibilité de poursuivre les dirigeants. Pour autant, sa responsabilité aussi est engagée dans ce fiasco","Credit Suisse: l’intolérable dilution des responsabilités","https://www.letemps.ch/opinions/editoriaux/credit-suisse-lintolerable-dilution-responsabilites","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 26 mars 2023 à 18:53. / Modifié le 10 juin 2023 à 18:36.","[{""texte"":""Une semaine après le séisme bancaire, voici venue l’heure de trouver des coupables. Si les dirigeants de Credit Suisse portent l’écrasante responsabilité de cette débâcle, les propos de la présidente de l’Autorité de surveillance des marchés financiers (Finma), Marlene Amstad, dans la presse alémanique dominicale laissent perplexes. Ils ressemblent à s’y méprendre à une parade afin de sortir indemne de cette faillite.""},{""texte"":""Elle affirme notamment que le gendarme financier examine la possibilité de poursuivre la direction de Credit Suisse. Bien. Chacun payera donc. Les citoyens et les employés d’abord. Puis les dirigeants qui perdront quelques bonus et qui seront peut-être traînés en justice, enfin les politiques qui seront sanctionnés dans les urnes. Mais à la Finma, qui demandera des comptes pour les lacunes de sa surveillance?""},{""texte"":""Pendant des mois, elle a tergiversé, dans le secret de ses bureaux, devant l’évidence que le contrôle des risques n’était pas satisfaisant. L’eût-il été, comme elle l’a prétendu, qu’on n’en serait pas là. Ou alors la Finma n’a pas réellement identifié l’ampleur des dégâts, auquel cas c’est son incompétence qu’il faudrait questionner. On tremble déjà pour la suite. Difficile en effet d’imaginer qu’elle serait en mesure de parer à une crise qui toucherait le mastodonte UBS nouvellement créé.""},{""texte"":""Intuitivement, les Suisses ne s’y sont pas trompés. Dans un récent sondage SSR réalisé par gfs.bern, c’est envers la Finma que se dirige le plus fort sentiment de défiance, après les dirigeants de Credit Suisse. Seuls 29% des sondés font confiance au gendarme, alors que l’acteur qui recueille le plus de crédibilité est la Banque nationale suisse (BNS), avec 56% d’avis favorables.""},{""texte"":""La gestion politique de cette crise révèle aussi une impuissance alarmante. On peut se demander pourquoi le Conseil fédéral n’a pas examiné plus sérieusement la possibilité d’une nationalisation temporaire pour sauver Credit Suisse de la disparition. Une enquête parlementaire pourrait sans doute aider à établir les responsabilités de chacun. Mais aujourd’hui, pas grand monde n’assume le fiasco. Or, prétendre que c’est la faute à tout le monde revient à dire que c’est la faute à personne. Alors que le libéralisme postule en premier lieu la responsabilité.""},{""texte"":""Notre dossier: Credit Suisse, la chute de la deuxième banque""}]"
"1732480989-149","https://www.letemps.ch/profil/laure-lugon-zugravu?page=6","Qui dit mieux pour dépenser le jackpot?","Indirectement, les recettes fiscales supplémentaires dont les riches gratifient Genève iront dans la poche des fonctionnaires. Heureusement que fleurissent de jolis projets, comme l’escalade du mur des Réformateurs, s’amuse notre chroniqueuse","Qui dit mieux pour dépenser le jackpot?","https://www.letemps.ch/opinions/chroniques/dit-mieux-depenser-jackpot","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 01 avril 2023 à 07:57. / Modifié le 10 juin 2023 à 18:32.","[{""texte"":""Ô joie, la magie a encore opéré. De riches impudents ont lâché quelques sous de leurs indécents bénéfices pour rafistoler, une fois de plus, les trous dans les comptes genevois. Une bagatelle, à peine de quoi se payer un petit extra, 1,3 milliard de francs véritables. Le Conseil d'Etat, dont le légendaire pessimisme faisait craindre un déficit de 460 millions, se retrouve avec un excédent de 727 millions. Fidèle à sa réputation de fils prodigue, le canton va pouvoir continuer à faire la teuf.""},{""texte"":""Mais où donc est passée la différence? Indirectement, dans la poche du «nouveau lumpenproletariat»: les fonctionnaires. Plus précisément, 606 millions iront à l’amortissement accéléré de la dette envers la caisse de pension de la fonction publique. Celle-là même que le peuple, dans sa magnanimité, avait accepté de renflouer en lui conservant deux privilèges, la primauté des prestations et une répartition employeur-employé généreuse. La ministre des Finances, Nathalie Fontanet, n’avait guère le choix, car chose promise, chose due. Voilà qui permet de voir venir, puisque ainsi les coûts de fonctionnement de l’Etat seront quelque peu diminués pour les 37 prochaines années.""}]"
"1732480992-150","https://www.letemps.ch/profil/laure-lugon-zugravu?page=6","Balade impressionniste à la grand-messe électorale genevoise où règne l'ascenseur émotionnel","A Uni-Mail à Genève, où se pressent aux dimanches d'élections élus, non élus, journalistes et public, la température a mis du temps à monter. Petit journal des états d'âme, un jour d'énormes surprises","Balade impressionniste à la grand-messe électorale genevoise où règne l'ascenseur émotionnel","https://www.letemps.ch/suisse/geneve/balade-impressionniste-grandmesse-electorale-genevoise-regne-lascenseur-emotionnel","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 02 avril 2023 à 20:35. / Modifié le 03 avril 2023 à 01:25.","[{""texte"":""On avait vu Uni-Mail plus bruissante et vivante que ce dimanche d'élections cantonales. Après une campagne sans grand relief et pourtant plus ouverte que jamais, le hall de l'alma mater accueillait un public très clairsemé et des politiciens tendus dans l'attente de connaître leur sort, l'ombre ou la lumière.""},{""texte"":""Juste avant les résultats, tout animal politique est timide, humble et authentique. Ce n'est qu'après la victoire ou la défaite qu'il reprendra son costume de scène, son verbe travaillé et offensif, ses punchlines qui font l'audience. Avant, rien de tel. Michael Andersen, candidat UDC au Conseil d'Etat: «C'est le stress, oui. Hier matin au café, trois dames à la table d'à côté disaient n'avoir coché qu'une case, Pierre Maudet. J'ai espéré qu'elles ne me reconnaissent pas.» Julien Nicolet-dit-Félix, député vert: «Fabienne Fischer a fait une bonne campagne. Ce serait vraiment injuste qu'elle fasse un mauvais résultat.» Injuste, dans la bouche d'un politique, c'est le signe de l'émotion, car l'injustice ne saurait avoir sa place dans le jeu démocratique. Mais c'est tellement humain. Jocelyne Haller, d'Ensemble à gauche, qui sait que son parti, fractionné, n'a guère de chances: «J'ai peur que nous n'atteignions pas le quorum. Et je suis en colère contre ces dissensions qui aboutissent à se partager notre électorat.» Jacques Blondin, président du Centre: «J'ai la trouille mais je reste confiant. Surtout, j'attends quittance.»""}]"
"1732480995-151","https://www.letemps.ch/profil/laure-lugon-zugravu?page=6","Elections genevoises: la cécité du landerneau politico-médiatique","Les observateurs avertis ont été étonnés de la percée de l’UDC, du MCG et de l’arrivée de la liste de Pierre Maudet au Grand Conseil. C’est le signe que les partis de centre droit sont déconnectés de la réalité","Elections genevoises: la cécité du landerneau politico-médiatique","https://www.letemps.ch/opinions/elections-genevoises-cecite-landerneau-politicomediatique","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","rédactrice en chef adjointe","Publié le 03 avril 2023 à 18:38. / Modifié le 10 juin 2023 à 18:35.","[{""texte"":""Lundi matin, Genève s’est réveillée ébahie devant la victoire de la droite au Grand Conseil. Vraiment? De qui parle-t-on quand on évoque l’étonnement des Genevois? Il faut le reconnaître: le landerneau politico-médiatique, une minorité, donc. En se disant stupéfait devant l’avancée de l’UDC, du MCG et de l’arrivée en fanfare de la liste de Pierre Maudet au Grand Conseil, il a fait la preuve de sa profonde déconnexion des préoccupations de la population, prise en tenailles entre une gauche moralisatrice et bien-pensante et une droite traditionnelle qui croit toujours pouvoir capitaliser sur ses vieux acquis sans prendre de risque. Un des enseignements de ce premier tour des élections, c’est la cécité d’une partie de la classe politique, des médias, des politologues et autres analystes.""},{""texte"":""Le terrain, lui, a choisi de faire entrer au parlement dix représentants de la formation de Pierre Maudet, Libertés et justice sociale, qui n’est pas, contrairement à ce qui a été dit, une liste éclectique. Quasi tous sont issus de professions libérales, c’est donc une liste de droite, tout simplement. Pierre Maudet lui-même a d’ailleurs réalisé de bons scores dans les communes où Nathalie Fontanet, la star incontestée de ce scrutin, fait le plein de voix. Il faut donc croire qu’une partie des électeurs PLR n’ont que faire des préventions de leur parti à l’égard de l’exclu.""},{""texte"":""Genève a aussi fait sortir l’UDC de l’insignifiance. Premier parti de Suisse, influent depuis trente ans, l’UDC confirme au bout du lac la progression qu’elle a démontrée ailleurs dans le pays lors des derniers scrutins. Là encore, l’intelligentsia l’explique par la tentation contestataire. Or, c’est un abus de langage que de prétendre que 26% de la population suisse y est portée. Les citoyens qui ont voté pour l’UDC, un parti certes populiste, disent simplement aux directions des partis de centre droit qu’ils veulent une politique plus affirmée face aux enjeux fiscaux, de mobilité et sociétaux – ces derniers étant confisqués par la gauche alors que la droite regarde pudiquement ailleurs.""},{""texte"":""Quant à la percée du MCG, parti protestataire que journalistes et analystes annonçaient moribond, la société élitaire précitée n’y croyait pas. C’est que cette dernière fréquente davantage le marché de Rive que le bistrot du coin.""},{""texte"":""La victoire de ces formations fait la démonstration de l’aveuglement d’un establishment de centre droit qui fait de la politique comme dans un think tank. Il serait bien inspiré de contempler le monde tel qu’il est, s’il veut rafler la mise au Conseil d’Etat.""},{""texte"":""Retrouvez nos articles sur les élections genevoises.""}]"
"1732480998-152","https://www.letemps.ch/profil/laure-lugon-zugravu?page=6","La droite genevoise déchirée entre valeurs et réalisme","Alors qu’une alliance de la droite à cinq n’est pas encore faite, partir à six avec Pierre Maudet paraît invraisemblable. Ni le résultat des urnes, ni l’appel de la CCIG ne devraient changer la donne","La droite genevoise déchirée entre valeurs et réalisme","https://www.letemps.ch/suisse/geneve/droite-genevoise-dechiree-entre-valeurs-realisme","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 03 avril 2023 à 21:18. / Modifié le 10 juin 2023 à 18:35.","[{""texte"":""Depuis dimanche soir, la droite genevoise se retrouve devant un succès à gérer. Ce qui n’est pas un plus petit défi qu’une défaite. Car de mémoire de Genevois, l’alliance de la droite élargie a toujours été rêvée, jamais réalisée. Avec un parlement qui a basculé à droite grâce au renforcement de l’UDC et du MCG (même si ce parti n’est pas à droite sur tous les sujets), ainsi qu’à l’arrivée de la formation Libertés et justice sociale (LJS) de Pierre Maudet et à la disparition de l’extrême gauche, l’occasion est unique de reconquérir une majorité de droite au Conseil d’Etat. Or, les quatre candidats de gauche, bien placés, vont pouvoir compter sur un électorat discipliné qui comprendra l’enjeu.""},{""texte"":""Dans les états-majors des partis, les téléphones chauffent. Avec cette question, dont on ne connaîtra la réponse que mardi, après les assemblées des formations qui auront lieu à huis clos la veille au soir: Quelle droite élargie? S’il apparaît de plus en plus évident qu’une alliance à cinq se dessine (Nathalie Fontanet et Anne Hiltpold pour le PLR, Delphine Bachmann pour Le Centre, Lionel Dugerdil pour l’UDC et Philippe Morel pour le MCG), cette option n’est pas encore gravée dans le marbre. Car il n’est pas certain que l’assemblée des délégués du Centre valide ce choix, qui pourtant a été avalisé par le comité directeur lundi après-midi. Logique: Le Centre doit arrêter de finasser s’il veut placer Delphine Bachmann. Mais selon nos informations, l’affaire n’est pas encore faite devant l’assemblée des délégués, certains se disant prêts à sacrifier le siège au nom des principes et des valeurs qui leur commandent de ne pas s’allier à l’UDC.""}]"
